QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,OTHLNDRX,OTHL_DRX,OTHDCLNX,OTHD_LNX,SAFDPSTX,SAFD_STX,TXLIMX,TXLIMX_,JLDRYNET,JLDR_NET,JDRYCNET,JDRY_NET,JBNKSCQV,JBNK_CQV,SALONX,SALONX_,JSUBSIDY,JSUB_IDY,WIGSX,WIGSX_,JAMTRAKX,JAMT_AKX,JTRANQV,JTRANQV_,LIMO,LIMO_
20182,03699374,20,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20182,03699384,17,0,1,,A,,A,,A,,A,30,D,,A,,A,12,D,,A,,A,,A,,A,,A
20182,03699514,49,0,1,,A,,A,,A,12,D,,A,,A,105,D,300,D,,A,,A,,A,,A,,A
20182,03699524,36,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20182,03699534,31,0,1,,A,,A,35,D,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20182,03699544,32,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03699574,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699584,39,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699624,43,0,1,,A,,A,,A,12,D,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03699654,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699674,37,0,1,,A,,A,,A,,A,,A,,A,,A,110,D,,A,,A,,A,,A,,A
20182,03699684,52,0,1,,A,,A,,A,,A,,A,,A,,A,280,D,,A,,A,,A,,A,,A
20182,03699704,83,0,1,,A,,A,,A,,A,,A,150,D,,A,260,D,,A,,A,,A,,A,,A
20182,03699714,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699724,33,0,1,20,D,,A,,A,,A,0,D,,A,180,D,10,D,,A,,A,,A,,A,,A
20182,03699744,21,0,1,,A,,A,,A,450,D,45,D,,A,,A,36,D,,A,,A,,A,,A,,A
20182,03699754,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699764,20,0,1,,A,,A,40,D,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A
20182,03699774,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699794,22,0,1,10,D,,A,,A,,A,110,D,,A,,A,20,D,,A,,A,,A,130,D,,A
20182,03699814,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699824,30,0,1,,A,,A,,A,,A,,A,,A,,A,95,D,,A,,A,,A,,A,,A
20182,03699844,28,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03699864,44,0,1,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A
20182,03699904,40,0,1,,A,,A,,A,,A,,A,,A,,A,140,D,,A,,A,,A,,A,,A
20182,03699914,80,0,1,,A,,A,,A,,A,,A,32,D,,A,355,D,,A,,A,,A,,A,,A
20182,03699924,45,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20182,03699954,29,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20182,03699964,37,0,1,,A,,A,,A,20,D,,A,,A,,A,45,D,,A,,A,,A,130,D,,A
20182,03699984,58,0,1,,A,,A,,A,120,D,150,D,40,D,,A,430,D,,A,,A,,A,,A,,A
20182,03700014,46,0,1,,A,,A,,A,,A,,A,,A,,A,56,D,,A,,A,,A,,A,,A
20182,03700034,60,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20182,03700044,43,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20182,03700064,24,0,1,,A,,A,,A,,A,60,D,,A,,A,60,D,,A,,A,,A,,A,,A
20182,03700104,18,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20182,03700164,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700204,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700234,23,0,1,,A,,A,,A,,A,18,D,,A,,A,24,D,,A,,A,,A,,A,,A
20182,03700274,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700284,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700314,17,0,1,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700334,26,0,1,,A,,A,,A,,A,,A,16,D,9,D,60,D,,A,,A,,A,,A,,A
20182,03700364,29,0,1,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,30,D,,A
20182,03700374,64,0,1,,A,,A,,A,30,D,,A,100,D,,A,550,D,,A,,A,,A,,A,,A
20182,03700394,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700424,83,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700434,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700444,86,0,1,,A,,A,,A,,A,,A,50,D,,A,60,D,,A,,A,,A,,A,,A
20182,03700454,30,0,1,,A,,A,,A,,A,120,D,,A,,A,40,D,,A,,A,,A,,A,,A
20182,03700464,25,0,1,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A
20182,03700524,40,0,1,,A,,A,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A
20182,03700554,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700594,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700604,32,0,1,20,D,,A,,A,,A,60,D,,A,93,F,,A,,A,,A,,A,,A,,A
20182,03700614,27,0,1,,A,,A,,A,,A,,A,,A,,A,37,D,,A,,A,,A,,A,,A
20182,03700654,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700694,38,0,1,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A
20182,03700714,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700734,59,0,1,,A,,A,,A,,A,,A,300,D,,A,300,D,,A,,A,,A,650,D,,A
20182,03700744,34,0,1,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A
20182,03700784,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700794,61,0,1,,A,,A,,A,,A,,A,,A,,A,800,D,,A,,A,,A,,A,,A
20182,03700814,58,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20182,03700824,48,0,1,,A,,A,,A,,A,,A,,A,,A,125,D,,A,,A,,A,,A,,A
20182,03700834,44,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20182,03700864,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700904,55,0,1,,A,,A,,A,,A,,A,75,D,,A,100,D,,A,,A,,A,,A,,A
20182,03700924,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700944,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700954,32,0,1,,A,,A,,A,200,D,,A,20,D,,A,300,D,,A,60,D,,A,,A,,A
20182,03700964,25,0,1,,A,,A,,A,,A,120,D,,A,,A,70,D,,A,,A,,A,,A,,A
20182,03700984,25,0,1,,A,,A,,A,,A,,A,,A,,A,130,D,,A,,A,,A,,A,,A
20182,03701004,30,0,1,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701014,30,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03701024,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,252,D,,A
20182,03701074,27,0,1,,A,,A,,A,,A,,A,,A,,A,65,D,,A,,A,,A,,A,,A
20182,03701094,41,0,1,,A,,A,,A,,A,,A,,A,,A,65,D,,A,,A,,A,,A,,A
20182,03701104,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701114,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,260,D,,A
20182,03701134,45,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20182,03701214,35,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,90,D,,A,,A,,A
20182,03701294,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701314,28,0,1,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701324,49,0,1,,A,,A,,A,,A,,A,110,D,,A,180,D,,A,,A,,A,,A,,A
20182,03701334,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701354,29,0,1,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,,A,,A,,A
20182,03701374,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701384,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701394,30,0,1,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701414,37,0,1,31,D,,A,,A,,A,94,D,,A,,A,110,D,,A,,A,,A,,A,,A
20182,03701474,66,0,1,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20182,03701514,38,0,1,,A,40,D,,A,,A,,A,110,D,,A,90,D,,A,,A,,A,,A,,A
20182,03701524,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701534,63,0,1,,A,,A,,A,,A,,A,,A,,A,18,D,,A,,A,,A,,A,,A
20182,03701554,30,0,1,,A,,A,,A,,A,,A,25,D,,A,60,D,,A,,A,,A,,A,,A
20182,03701564,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701574,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701644,8,0,1,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701664,68,0,1,,A,,A,,A,,A,,A,60,D,,A,128,D,,A,,A,,A,,A,,A
20182,03701674,24,0,1,,A,,A,,A,,A,,A,,A,,A,170,D,,A,,A,,A,,A,,A
20182,03701694,24,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20182,03701724,58,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03701744,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701754,29,0,1,,A,,A,,A,,A,,A,,A,375,F,,A,,A,,A,,A,,A,,A
20182,03701764,25,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20182,03701774,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701784,36,0,1,,A,,A,,A,,A,,A,90,D,,A,240,D,,A,,A,,A,,A,,A
20182,03701794,50,0,1,,A,,A,30,D,,A,,A,87,D,,A,361,D,,A,,A,,A,,A,,A
20182,03701854,76,0,1,,A,,A,,A,,A,,A,,A,120,D,180,D,,A,,A,,A,,A,,A
20182,03701894,18,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03701934,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701944,21,0,1,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,240,D,,A
20182,03701974,28,0,1,,A,,A,,A,,A,,A,50,D,,A,30,D,,A,,A,,A,,A,,A
20182,03701984,39,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03701994,68,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702004,18,0,1,25,D,,A,,A,100,D,50,D,,A,,A,30,D,,A,,A,,A,150,D,,A
20182,03702094,31,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20182,03702144,52,0,1,,A,,A,,A,,A,,A,,A,,A,103,D,,A,,A,,A,,A,,A
20182,03702194,21,0,1,25,D,,A,,A,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702234,18,0,1,,A,,A,,A,,A,30,D,,A,15,D,,A,,A,,A,,A,,A,,A
20182,03702244,44,0,1,,A,,A,,A,80,D,,A,,A,,A,450,D,,A,,A,,A,,A,,A
20182,03702264,39,0,1,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,,A,,A,,A
20182,03702314,25,0,1,,A,,A,,A,,A,,A,,A,,A,220,D,,A,,A,,A,195,D,,A
20182,03702334,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702344,52,0,1,,A,,A,,A,,A,,A,,A,,A,77,D,,A,,A,,A,,A,,A
20182,03702354,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702364,29,0,1,,A,,A,,A,,A,20,D,,A,30,D,80,D,,A,,A,,A,,A,,A
20182,03702404,29,0,1,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702424,60,0,1,,A,,A,,A,,A,,A,125,D,,A,780,D,,A,150,F,,A,325,D,,A
20182,03702454,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702484,26,0,1,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A
20182,03702544,18,0,1,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A
20182,03702574,14,0,1,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A
20182,03702584,52,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20182,03702594,43,0,1,7,D,,A,,A,,A,0,D,60,D,,A,160,D,,A,,A,,A,,A,,A
20182,03702604,25,0,1,,A,,A,,A,60,D,50,D,,A,30,D,150,D,,A,,A,,A,,A,,A
20182,03702614,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702624,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702674,44,0,1,12,D,,A,,A,90,D,138,D,25,D,,A,40,D,,A,,A,,A,,A,,A
20182,03702704,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702714,47,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20182,03712944,30,0,1,,A,,A,,A,,A,,A,,A,105,D,40,D,,A,,A,,A,,A,,A
20182,03712974,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03712984,35,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20182,03713034,32,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20182,03713044,28,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20182,03713064,28,0,1,,A,,A,,A,,A,130,D,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713084,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713094,53,0,1,,A,,A,,A,60,D,,A,50,D,,A,300,D,,A,,A,,A,,A,,A
20182,03713104,52,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20182,03713124,48,0,1,,A,,A,,A,,A,,A,,A,,A,54,D,,A,,A,,A,,A,,A
20182,03713134,49,0,1,,A,,A,,A,,A,,A,,A,,A,375,D,,A,,A,,A,,A,,A
20182,03713144,51,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20182,03713154,35,0,1,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A
20182,03713164,57,0,1,,A,,A,,A,150,D,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20182,03713174,54,0,1,,A,,A,,A,150,D,,A,300,D,132,D,300,D,,A,,A,,A,132,D,,A
20182,03713194,7,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713204,8,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713254,27,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20182,03713264,15,0,1,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713274,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713294,29,0,1,,A,,A,,A,,A,,A,60,D,,A,60,D,,A,,A,,A,,A,,A
20182,03713304,69,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20182,03713344,15,0,1,,A,,A,,A,,A,20,D,,A,,A,60,D,,A,,A,,A,,A,,A
20182,03713364,42,0,1,,A,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A
20182,03713384,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713394,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713404,23,0,1,,A,,A,,A,,A,600,D,,A,,A,32,D,,A,,A,,A,,A,,A
20182,03713424,37,0,1,,A,,A,,A,,A,,A,20,D,,A,60,D,,A,,A,,A,,A,,A
20182,03713434,48,0,1,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A
20182,03713454,47,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20182,03713464,55,0,1,,A,,A,90,D,,A,,A,145,D,,A,445,D,,A,,A,,A,,A,,A
20182,03713474,41,0,1,,A,,A,,A,,A,,A,,A,,A,160,D,,A,,A,,A,,A,,A
20182,03713484,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713494,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713504,58,0,1,,A,,A,,A,,A,,A,45,D,,A,180,D,,A,,A,,A,,A,,A
20182,03713514,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713554,45,0,1,,A,,A,,A,18,D,,A,,A,,A,250,D,,A,120,D,,A,,A,,A
20182,03713594,28,0,1,,A,,A,,A,,A,,A,,A,,A,340,D,,A,,A,,A,,A,,A
20182,03713624,42,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20182,03713684,33,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20182,03713694,60,0,1,,A,,A,,A,,A,,A,300,D,,A,60,D,,A,,A,,A,,A,,A
20182,03713704,44,0,1,,A,,A,,A,,A,,A,,A,105,D,450,D,,A,,A,,A,,A,,A
20182,03713714,40,0,1,,A,,A,,A,50,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713744,30,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20182,03713784,44,0,1,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A
20182,03713804,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713834,35,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03713864,11,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03713914,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713924,54,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20182,03713954,14,0,1,,A,,A,,A,90,D,156,D,,A,,A,28,D,,A,,A,,A,,A,,A
20182,03713964,25,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20182,03713974,35,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20182,03713984,15,0,1,,A,,A,,A,,A,10,D,,A,,A,150,D,,A,,A,,A,,A,,A
20182,03714004,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714014,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714034,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714134,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714144,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714154,34,0,1,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714164,33,0,1,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A
20182,03714174,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714184,42,0,1,,A,,A,,A,,A,,A,,A,9,D,,A,,A,,A,,A,,A,,A
20182,03714214,50,0,1,,A,,A,,A,15,D,,A,,A,9,D,,A,,A,,A,,A,,A,,A
20182,03714254,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714264,43,0,1,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A
20182,03714284,40,0,1,,A,,A,,A,,A,,A,,A,9,D,200,D,,A,,A,,A,,A,,A
20182,03714304,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714344,42,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20182,03714354,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714364,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714374,49,0,1,,A,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A
20182,03714384,22,0,1,60,D,,A,,A,,A,60,D,,A,,A,160,D,,A,,A,,A,,A,,A
20182,03714424,48,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714444,34,0,1,,A,,A,,A,,A,,A,,A,,A,14,D,,A,,A,,A,,A,,A
20182,03714454,72,0,1,,A,,A,,A,,A,,A,,A,,A,424,D,,A,,A,,A,,A,,A
20182,03714464,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714524,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714534,17,0,1,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A,,A,435,D,,A
20182,03714554,23,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20182,03714564,45,0,1,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A
20182,03714574,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714594,41,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20182,03714614,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714634,41,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20182,03714654,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714674,34,0,1,,A,,A,,A,,A,,A,100,D,,A,300,D,,A,,A,,A,,A,,A
20182,03714694,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714704,28,0,1,,A,,A,,A,,A,,A,36,D,,A,60,D,,A,,A,,A,,A,,A
20182,03714724,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714734,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714744,47,0,1,,A,,A,,A,,A,,A,,A,,A,225,D,,A,,A,,A,,A,,A
20182,03714784,27,0,1,,A,,A,,A,,A,,A,25,D,,A,100,D,,A,,A,,A,,A,,A
20182,03714804,40,0,1,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A
20182,03714814,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714844,33,0,1,,A,,A,,A,,A,,A,,A,,A,140,D,,A,,A,,A,,A,,A
20182,03714854,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714864,35,0,1,,A,,A,,A,,A,,A,,A,,A,14,D,,A,,A,,A,,A,,A
20182,03714874,63,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03714884,45,0,1,,A,,A,,A,,A,,A,,A,,A,53,D,,A,,A,,A,,A,,A
20182,03714894,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714904,18,0,1,4,D,,A,,A,,A,36,D,,A,,A,110,D,,A,,A,,A,,A,,A
20182,03714914,29,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20182,03714954,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714974,37,0,1,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A
20182,03715004,12,0,1,,A,,A,,A,,A,65,D,,A,,A,25,D,,A,,A,,A,54,D,,A
20182,03715024,41,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,65,D,,A
20182,03715044,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715064,32,0,1,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A
20182,03715084,25,0,1,,A,,A,,A,,A,,A,,A,102,D,60,D,,A,,A,,A,,A,,A
20182,03715114,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715124,54,0,1,20,D,,A,,A,,A,0,D,,A,60,D,18,D,,A,,A,,A,,A,,A
20182,03715134,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715144,21,0,1,,A,,A,,A,300,D,300,D,,A,,A,275,D,,A,,A,,A,30,D,,A
20182,03715154,52,0,1,,A,,A,,A,,A,,A,,A,,A,125,D,,A,,A,,A,,A,,A
20182,03715194,97,0,1,,A,,A,,A,,A,,A,,A,,A,66,D,,A,,A,,A,,A,,A
20182,03715214,26,0,1,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A
