QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEA,CRMC_DEA,ADVMATX,ADVMATX_,MATNSPCX,MATN_PCX,CRMCDA1,CRMCDA1_,CRMCDA2,CRMCDA2_,CRMCDA3,CRMCDA3_,CRMCDA4,CRMCDA4_,CRMCDA5,CRMCDA5_,CRMCDA6,CRMCDA6_,CRMCDA7,CRMCDA7_,CRMCDA8,CRMCDA8_,CRMCDA9,CRMCDA9_
20191,04080041,5,0,1,300,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04090591,16,0,1,235,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04090601,3,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04090951,5,0,1,130,D,537,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04091281,7,0,1,175,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04091831,10,0,1,130,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04092421,6,0,1,300,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04093121,4,0,1,300,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04093771,5,0,1,200,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04095951,12,0,1,200,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04096001,11,0,1,300,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04096071,6,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04097601,8,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04097741,2,0,1,120,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04098561,3,0,1,260,D,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04098771,8,0,1,,A,,A,15000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04099681,5,0,1,175,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04099831,9,0,1,130,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04101111,3,0,1,120,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04101221,3,0,1,235,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04101341,3,0,1,175,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04101401,5,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04101891,9,0,1,130,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04102201,2,0,1,130,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04103091,21,0,1,200,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04103751,12,0,1,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04104231,7,0,1,300,D,770,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04104701,11,1,1,200,D,70,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04104701,11,0,1,310,D,,H,,A,190,D,200,D,,A,,A,,A,,A,,A,,A,,A
20191,04104951,11,0,1,140,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04105471,15,0,1,300,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04105711,18,0,1,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04106021,7,0,1,300,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04106331,10,0,1,130,D,8067,D,729,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04106421,3,0,1,130,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04107291,4,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04107371,10,0,1,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04107501,2,0,1,200,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04107661,5,0,1,175,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04108571,5,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04108771,8,0,1,130,D,7000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04109381,11,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04110071,10,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
